scheme,mukim,district,lat,lon,geo_level,matched
BANDAR BARU SELAYANG SG TUA,BATU,Gombak,3.2628092,101.6773518,scheme,"Petronas Taman Bandar Baru, Jalan Sungai Tua, Batu Caves, Selayang Municipal Council, Gombak, Selangor, 68100, Malaysia"
BANDAR BARU SENTUL,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1839781,101.6989502,scheme,"SK Bandar Baru Sentul, Jalan 1A/48A, Perumahan Awam Sri Perak, Kampung Chubadak Hilir, Kuala Lumpur, 51000, Malaysia"
BANDAR BARU SRI PETALING,MUKIM PETALING,Kuala Lumpur,3.0671058,101.686137,scheme,"Bandar Baru Sri Petaling (Barat), Jalan Radin, Sri Petaling, Kuala Lumpur, 57000, Malaysia"
BANDAR BARU WANGSA MAJU,MUKIM SETAPAK,Kuala Lumpur,3.1974417,101.7238824,road,"Jalan Usahawan Industrial Area, Setapak, Kuala Lumpur, Malaysia"
BANDAR BARU WANGSA MAJU,MUKIM ULU KELANG,Kuala Lumpur,3.2029774,101.748462,road,"Jalan AU 5D/1, Taman Permata, Ulu Kelang, Ampang Jaya Municipal Council, Gombak, Selangor, 53300, Malaysia"
BANDAR BARU WANGSA MAJU SEK 1,MUKIM SETAPAK,Kuala Lumpur,,,none,
BANDAR BARU WANGSA MAJU SEK 10,MUKIM SETAPAK,Kuala Lumpur,,,none,
BANDAR BARU WANGSA MAJU SEK 2,MUKIM SETAPAK,Kuala Lumpur,,,none,
BANDAR BARU WANGSA MAJU SEK 4,MUKIM SETAPAK,Kuala Lumpur,,,none,
BANDAR BARU WANGSA MAJU SEKSYEN 2,MUKIM SETAPAK,Kuala Lumpur,,,none,
BANDAR BKT MAHKOTA BANGI,BERANANG,Hulu Langat,2.8800309,101.8111295,scheme,"SMK Bandar Bukit Mahkota, Bukit Mahkota, Bangi Lama, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
BANDAR BUKIT MAHKOTA BANGI,BERANANG,Hulu Langat,2.8800309,101.8111295,scheme,"SMK Bandar Bukit Mahkota, Bukit Mahkota, Bangi Lama, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
BANDAR BUKIT PUCHONG,DENGKIL,Sepang,2.9720086,101.6226011,scheme,"Bandar Bukit Puchong 2, Kampung Pulau Meranti, Sepang, Selangor, Malaysia"
BANDAR COUNTRY HOMES,BANDAR KUNDANG,Gombak,3.3291022,101.5326883,scheme,"Bandar Country Homes, Selayang Municipal Council, Gombak, Selangor, 48000, Malaysia"
BANDAR COUNTRY HOMES,BANDAR RAWANG,Gombak,3.3166987,101.5367589,scheme,"Pos Malaysia, Jalan Anggun City 1, Anggun City, Sungai Bakau, Selayang Municipal Council, Gombak, Selangor, 48000, Malay"
BANDAR COUNTRY HOMES,RAWANG,Gombak,3.3166987,101.5367589,scheme,"Pos Malaysia, Jalan Anggun City 1, Anggun City, Sungai Bakau, Selayang Municipal Council, Gombak, Selangor, 48000, Malay"
BANDAR DAMAI PERDANA,CHERAS,Hulu Langat,3.047418,101.7386035,scheme,"Bandar Damai Perdana, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 56000, Malaysia"
BANDAR DAMAI PERDANA,PEKAN CHERAS,Hulu Langat,3.047418,101.7386035,scheme,"Bandar Damai Perdana, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 56000, Malaysia"
BANDAR DAMANSARA PERDANA,PEKAN BARU SG BULUH,Petaling,3.1956275,101.6087604,scheme,"Amanah Ikhtiar Malaysia, Persiaran Perdana, PJU 9, Bandar Sri Damansara, Petaling Jaya, Petaling, Selangor, 52200, Malay"
BANDAR DAMANSARA PERDANA,SUNGAI BULUH,Petaling,3.1956275,101.6087604,scheme,"Amanah Ikhtiar Malaysia, Persiaran Perdana, PJU 9, Bandar Sri Damansara, Petaling Jaya, Petaling, Selangor, 52200, Malay"
BANDAR HILLPARK,IJOK,Kuala Selangor,3.2109242,101.4635865,scheme,"Bandar Hillpark, Kuala Selangor, Selangor, 42300, Malaysia"
BANDAR MAHKOTA CHERAS,CHERAS,Hulu Langat,3.0533703,101.7894289,scheme,"Bandar Mahkota Cheras, 46, Jalan Temenggung 13/9, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malays"
BANDAR MAHKOTA CHERAS,HULU LANGAT,Hulu Langat,3.0568568,101.7898004,scheme,"Bandar Mahkota Cheras, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
BANDAR MENJALARA (DESA SERI MAHKOTA),MUKIM BATU,Kuala Lumpur,3.1941339,101.6272283,scheme,"Menjalara City, Kepong, Kuala Lumpur, 52200, Malaysia"
BANDAR METRO PUCHONG,PEKAN DESA PUCHONG,Petaling,3.0306316,101.6063308,scheme,"Persiaran Bandar Metro Puchong, Puchong, Subang Jaya City Council, Petaling, Selangor, 47160, Malaysia"
BANDAR METRO PUCHONG,PETALING,Petaling,3.0306316,101.6063308,scheme,"Persiaran Bandar Metro Puchong, Puchong, Subang Jaya City Council, Petaling, Selangor, 47160, Malaysia"
BANDAR NUSA RHU,BUKIT RAJA,Petaling,,,none,
BANDAR NUSAPUTRA,DENGKIL,Sepang,2.9352684,101.6144183,scheme,"Bandar Nusaputra, Sepang, Selangor, Malaysia"
BANDAR PERANGINAN SERI MORIB,MORIB,Kuala Langat,,,none,
"BANDAR PERANGINAN SERI MORIB, BANTING",MORIB,Kuala Langat,2.7574468,101.4607443,road,"Jalan Ketingting 1, Riviera, Morib Bay Resort City, Kampung Tali Air, Banting, Kuala Langat, Selangor, Malaysia"
BANDAR PINGGIRAN CYBER,DENGKIL,Sepang,,,none,
BANDAR PUTERA 2,KELANG,Klang,2.9692362,101.5068622,scheme,"Bandar Putera 2, Klang City, Klang, Selangor, Malaysia"
BANDAR PUTERI,PETALING,Petaling,3.0169466,101.6129342,scheme,"Bandar Puteri, Jalan Puchong, Puchong Perdana, Puchong, Subang Jaya City Council, Petaling, Selangor, 47160, Malaysia"
BANDAR RINCHING,SEMENYIH,Hulu Langat,2.9303421,101.8498888,scheme,"Bandar Rinching, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, 43700, Malaysia"
BANDAR SAUJANA PUTRA 3,TANJUNG 12,Kuala Langat,2.9676721,101.562384,scheme,"Bandar Saujana Putra 3, Kampung Lombong, Kampung Jaya Sepakat, Kuala Langat, Selangor, Malaysia"
BANDAR SENTUL UTAMA,MUKIM SETAPAK,Kuala Lumpur,,,none,
BANDAR SERI PUTRA,KAJANG,Hulu Langat,2.8856164,101.7794781,scheme,"Bandar Seri Putra, Bangi Lama, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
BANDAR SETIA ALAM,BDR GLENMARIE,Petaling,3.0938569,101.45338,scheme,"SK Bandar Setia Alam (Barat), Persiaran Setia Prima, Section U13, Setia Alam, Shah Alam, Petaling, Selangor, 41050, Mala"
BANDAR SETIA ALAM,BUKIT RAJA,Petaling,3.0938569,101.45338,scheme,"SK Bandar Setia Alam (Barat), Persiaran Setia Prima, Section U13, Setia Alam, Shah Alam, Petaling, Selangor, 41050, Mala"
BANDAR SG LONG (RESIDENSI LAVENDER),CHERAS,Hulu Langat,3.0392198,101.794142,scheme,"China-Malaysia Institute of Science and Technology Innovation, Sungai Long Road, Bandar Sungai Long, Kajang Municipal Co"
BANDAR SIERRA PUCHONG,DENGKIL,Sepang,2.969517,101.6542291,scheme,"16 Sierra, Kampung Pulau Meranti, Sepang, Selangor, Malaysia"
BANDAR SIERRA PUCHONG (BURWOOD),DENGKIL,Sepang,2.969517,101.6542291,scheme,"16 Sierra, Kampung Pulau Meranti, Sepang, Selangor, Malaysia"
BANDAR SIERRA PUCHONG (ODORA PARKHOMES),DENGKIL,Sepang,2.969517,101.6542291,scheme,"16 Sierra, Kampung Pulau Meranti, Sepang, Selangor, Malaysia"
BANDAR SUNGAI LONG,BANDAR CHERAS,Hulu Langat,3.0516738,101.7878392,scheme,"DAP Cawangan Bandar Mahkota Cheras & Sungai Long, Jalan Temenggung 9/9, Cheras, Kajang Municipal Council, Hulu Langat, S"
BANDAR SUNGAI LONG,CHERAS,Hulu Langat,3.0392198,101.794142,scheme,"China-Malaysia Institute of Science and Technology Innovation, Sungai Long Road, Bandar Sungai Long, Kajang Municipal Co"
BANDAR SUNGAI LONG (FOREST GREEN PARK),BANDAR CHERAS,Hulu Langat,3.0516738,101.7878392,scheme,"DAP Cawangan Bandar Mahkota Cheras & Sungai Long, Jalan Temenggung 9/9, Cheras, Kajang Municipal Council, Hulu Langat, S"
BANDAR SUNWAY - PJS 7/15,BDR SUNWAY,Petaling,3.0699817,101.6078922,scheme,"Sunway City, PJS 11, Sunway City, Puchong, Subang Jaya City Council, Petaling, Selangor, Malaysia"
BANDAR SUNWAY SEMENYIH,SEMENYIH,Hulu Langat,2.9699571,101.8418482,scheme,"Bandar Sunway Semenyih, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, 43500, Malaysia"
BANDAR TASIK KESUMA,BERANANG,Hulu Langat,2.9130855,101.8690781,scheme,"Kelab Rukun Tetangga Bandar Tasik Kesuma Fasa 4, Jalan Kesuma 4C, Fasa 4, Bandar Tasik Kesuma, Bandar Tasik Kesuma, Kamp"
BANDAR TASIK PUTERI,BANDAR KUNDANG,Gombak,3.2854191,101.4737974,scheme,"Bandar Tasik Puteri, Selayang Municipal Council, Gombak, Selangor, 45620, Malaysia"
BANDAR TASIK PUTERI,BANDAR RAWANG,Gombak,3.2870706,101.473452,scheme,"SMK Bandar Tasik Puteri, Jalan 7A/3, Medan Puteri, Bandar Tasik Puteri, Selayang Municipal Council, Gombak, Selangor, 48"
BANDAR TASIK PUTERI,RAWANG,Gombak,3.2870706,101.473452,scheme,"SMK Bandar Tasik Puteri, Jalan Puteri, Blok 14 Maple, Bandar Tasik Puteri, Selayang Municipal Council, Gombak, Selangor,"
BANDAR TASIK SELATAN,MUKIM PETALING,Kuala Lumpur,3.0713552,101.7052594,scheme,"Bandar Tasik Selatan, Sungai Besi Expressway, Taman Castlefield, Sungai Besi, Kuala Lumpur, 57100, Malaysia"
BANDAR TEKNOLOGI KAJANG,BANDAR BATU 18 SEMENYIH,Hulu Langat,2.9692095,101.8233769,scheme,"Kajang Technology City, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, 43500, Malaysia"
BANDAR TEKNOLOGI KAJANG,SEMENYIH,Hulu Langat,2.9692095,101.8233769,scheme,"Kajang Technology City, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, 43500, Malaysia"
BANDAR TROPICANA AMAN,DENGKIL,Sepang,,,none,
BANDAR TROPICANA AMAN,TANJUNG 12,Kuala Langat,,,none,
BANDAR TUN ABD RAZAK (KAMPUNG KONGGO),MUKIM KUALA LUMPUR,Kuala Lumpur,3.0967306,101.7240424,road,"Jalan Jaya 7, Bandar Tun Razak, Cheras, Kuala Lumpur, 56000, Malaysia"
BANDAR TUN ABD RAZAK (KG KONGGO),MUKIM KUALA LUMPUR,Kuala Lumpur,3.0847059,101.7193198,road,"Jalan Ikhlas, Bandar Tun Razak, Cheras, Kuala Lumpur, 56000, Malaysia"
BANDAR TUN HUSSEIN ONN,BANDAR CHERAS,Hulu Langat,3.0486592,101.7750236,scheme,"Bandar Tun Hussein Onn, Cheras–Kajang Expressway, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malays"
BANDAR TUN HUSSEIN ONN,CHERAS,Hulu Langat,3.0486592,101.7750236,scheme,"Bandar Tun Hussein Onn, Cheras–Kajang Expressway, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43000, Malays"
BANDARAYA PETALING,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.055182,101.6917305,scheme,"Kuala Lumpur Sports City, Jalan Inovasi 1, Technology Park Malaysia, Bukit Jalil, Kuala Lumpur, 57000, Malaysia"
BANDARAYA PETALING,MUKIM KUALA LUMPUR,Kuala Lumpur,3.055182,101.6917305,scheme,"Kuala Lumpur Sports City, Jalan Merah Caga, Sri Petaling, Kuala Lumpur, 57000, Malaysia"
BANDARAYA PETALING,MUKIM PETALING,Kuala Lumpur,3.055182,101.6917305,scheme,"Kuala Lumpur Sports City, Jalan Merah Caga, Taman Sri Endah, Sri Petaling, Kuala Lumpur, 57000, Malaysia"
BANGI AVENUE,KAJANG,Hulu Langat,2.8990175,101.7928757,scheme,"Bangi Avenue, Bangi Lama, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
BANGI GOLF RESORT,KAJANG,Hulu Langat,2.9513888,101.7724307,scheme,"Bangi Golf Resort, 1, Persiaran Bandar, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, 43650, Malay"
BANGI VISTA,PEKAN BANGI LAMA,Hulu Langat,2.9455434,101.7850829,scheme,"Vista Bangi, Kampung Sungai Tangkas, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
BANGSAR AMAN,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1372242,101.6767408,scheme,"Bangsar Aman Condominium, Bangsar, Kuala Lumpur, Malaysia"
BANGSAR BARU,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1306147,101.6713137,scheme,"Bangsar Baru, Bangsar, Kuala Lumpur, Malaysia"
BANGSAR HEIGHTS,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1234461,101.6709328,scheme,"Bangsar Heights, Bangsar, Kuala Lumpur, Malaysia"
BANGSAR INDAH,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1398352,101.6737556,scheme,"Bangsar Indah Condominium, Bangsar, Kuala Lumpur, Malaysia"
BANGSAR PARK,MUKIM KUALA LUMPUR,Kuala Lumpur,3.132677,101.6733357,scheme,"Bangsar Park, Bangsar, Kuala Lumpur, 59000, Malaysia"
BANGSAR PEAK,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1400299,101.6661729,scheme,"Bangsar Peak, Bangsar, Kuala Lumpur, Malaysia"
BANGSAR PERMAI,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1264606,101.6743981,scheme,"Bangsar Permai, Bangsar, Kuala Lumpur, Malaysia"
BANGSAR PUTERI,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1422693,101.6622878,scheme,"Bangsar Puteri, Bangsar, Kuala Lumpur, Malaysia"
BANGSAR RIA TOWNHOUSE,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
BANJARIA COURT,BANDAR SELAYANG,Gombak,3.2351836,101.7003132,scheme,"Banjaria Court, Gombak, Selayang Municipal Council, Gombak, Selangor, Malaysia"
BATANG BERJUNTAI,PEKAN SIMPANG TIGA IJOK,Kuala Selangor,3.378008,101.4102245,scheme,"Bestari Jaya, Kuala Selangor, Selangor, 45600, Malaysia"
"BATU 11, JALAN BANDAR LAMA",TELOK PANGLIMA GARANG,Kuala Langat,2.8795384,101.4494625,scheme,"Jalan Bandar Lama, Kampung Sawah, Kampung Bandar, Kuala Langat, Selangor, 42960, Malaysia"
BATU BELAH,KAPAR,Klang,3.0696243,101.4390782,scheme,"Taman Batu Belah, Klang City, Klang, Selangor, Malaysia"
BATU CAVES CENTREPOINT,BANDAR SELAYANG,Gombak,,,none,
BATU HOUSING,MUKIM BATU,Kuala Lumpur,3.2037029,101.6739589,road,"Jalan 4/45A, Kok Lian Garden, Batu, Kuala Lumpur, 51200, Malaysia"
BATU VIEW GARDEN,MUKIM BATU,Kuala Lumpur,,,none,
BAYU (TAMAN MERANTI AMAN / DAMAI),DENGKIL,Sepang,2.8733626,101.6498764,scheme,"KITA Bayu, KITA @ Cybersouth, Cybersouth City, Dengkil, Sepang, Selangor, Malaysia"
BAYU ANGKASA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1382663,101.6632177,scheme,"Bayu Angkasa, Bangsar, Kuala Lumpur, Malaysia"
BAYU APARTMENT - DAMANSARA DAMAI,SUNGAI BULUH,Petaling,3.1953331,101.5863254,scheme,"Apartment Bayu Park, Jalan PJU 10/4A, Damansara Damai, PJU 10, Petaling Jaya, Petaling, Selangor, 47830, Malaysia"
BAYU DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.2015151,101.5840525,scheme,"Bayu Damansara PJU 10, PJU 10, Petaling Jaya, Petaling, Selangor, Malaysia"
BAYU DAMANSARA,SUNGAI BULUH,Petaling,3.2015151,101.5840525,scheme,"Bayu Damansara PJU 10, PJU 10, Petaling Jaya, Petaling, Selangor, Malaysia"
BAYU HEIGHT/(GITA BAYU),KAJANG,Hulu Langat,3.0053346,101.7342693,road,"Jalan Bayu 7, Gita Bayu, Kajang Municipal Council, Hulu Langat, Selangor, 43400, Malaysia"
BAYU HEIGHT/(GITA BAYU),PEKAN KAJANG,Hulu Langat,,,none,
BAYU HEIGHTS,PEKAN KAJANG,Hulu Langat,3.0120587,101.7339872,scheme,"Bayu Heights, Balakong, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
BAYU KEMENSAH,HULU KLANG,Gombak,3.2191928,101.7634711,scheme,"Bayu Kemensah, Kampung Kemensah, Ulu Kelang, Ampang Jaya Municipal Council, Gombak, Selangor, Malaysia"
BAYU SEGAR,MUKIM KUALA LUMPUR,Kuala Lumpur,3.0926233,101.7448556,scheme,"Bayu Segar, Taman Cheras, Cheras, Kuala Lumpur, 56100, Malaysia"
BAYU SEJAHTERA,BANDAR HULU KELANG,Gombak,,,none,
BAYU TASIK CONDOMINIUM,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1044182,101.7114086,scheme,"Bayu Tasik Condominium, Jalan Sri Permaisuri 6, Bandar Sri Permaisuri, Cheras, Kuala Lumpur, 51020, Malaysia"
"BAYU VILLA APARTMENT, BAYU PERDANA",BANDAR KELANG,Klang,,,none,
"BAYU VILLA APARTMENT, BAYU PERDANA",KELANG,Klang,,,none,
BAYVIEW COURT,MUKIM PETALING,Kuala Lumpur,3.0717382,101.64841,scheme,"Bayview Court ID, Jalan Seri Sentosa 8, Taman Sri Manja, PJS 3, Petaling Jaya South, Kuala Lumpur, Petaling, Selangor, 4"
BB WANGSA MAJU TOWNHOUSE,MUKIM ULU KELANG,Kuala Lumpur,,,none,
BBK CONDOMINIUM,KAPAR,Klang,3.0613712,101.4689312,scheme,"BBK Condominium, Klang City, Klang, Selangor, Malaysia"
BDR ARMADA PUTRA,KELANG,Klang,2.9797619,101.3479255,scheme,"Bandar Armada Putra, Klang City, Klang, Selangor, 42920, Malaysia"
BDR BARU AMPANG,AMPANG,Hulu Langat,3.139329,101.7699691,scheme,"Flat Bandar Baru Ampang, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, Malaysia"
BDR BARU AMPANG,BANDAR AMPANG,Hulu Langat,3.1380674,101.7697583,scheme,"Masjid Bandar Baru Ampang, Jalan Wawasan, Taman Sri Watan, Kampung Sri Taman Baru, Ampang, Ampang Jaya Municipal Council"
BDR BARU AMPANG (GLADDEN COURT),BANDAR AMPANG,Hulu Langat,3.1380674,101.7697583,scheme,"Masjid Bandar Baru Ampang, Jalan Wawasan, Taman Sri Watan, Kampung Sri Taman Baru, Ampang, Ampang Jaya Municipal Council"
BDR BARU AMPANG (SYMPHONY COURT),BANDAR AMPANG,Hulu Langat,3.1380674,101.7697583,scheme,"Masjid Bandar Baru Ampang, Jalan Wawasan, Taman Sri Watan, Kampung Sri Taman Baru, Ampang, Ampang Jaya Municipal Council"
BDR BARU KLANG,KAPAR,Klang,3.0616002,101.4652968,scheme,"Klang New Town, Klang City, Klang, Selangor, Malaysia"
BDR BARU KUALA SELANGOR,BANDAR KUALA SELANGOR,Kuala Selangor,3.3250565,101.2599221,scheme,"Bandar Baru Kuala Selangor, Bandar Malawati, Kuala Selangor, Selangor, 45000, Malaysia"
BDR BARU SG BULOH,PEKAN BARU SG BULUH,Petaling,3.2124277,101.5654579,scheme,"Bandar Baru Sungai Buloh, Section U20, Sungai Buloh, Shah Alam, Petaling, Selangor, Malaysia"
BDR BARU SG BULOH,SUNGAI BULUH,Petaling,3.2124277,101.5654579,scheme,"Bandar Baru Sungai Buloh, Section U20, Sungai Buloh, Shah Alam, Petaling, Selangor, Malaysia"
BDR BARU SG. BULOH-FASA 2 & 4,PEKAN BARU SG BULUH,Petaling,,,none,
BDR BARU SG. BULOH-FASA 2 & 4,SUNGAI BULUH,Petaling,,,none,
BDR BARU SRI DAMANSARA,BDR SRI DAMANSARA,Petaling,3.1956041,101.6073261,scheme,"Sekolah Kebangsaan Bandar Baru Sri Damansara 2, Persiaran Perdana, PJU 9, Bandar Sri Damansara, Petaling Jaya, Petaling,"
BDR BARU SRI DAMANSARA,SUNGAI BULUH,Petaling,3.1956041,101.6073261,scheme,"Sekolah Kebangsaan Bandar Baru Sri Damansara 2, Persiaran Perdana, PJU 9, Bandar Sri Damansara, Petaling Jaya, Petaling,"
BDR BESTARI @ CANARY GARDEN,KELANG,Klang,,,none,
BDR BESTARI/CANARY GARDEN,KELANG,Klang,,,none,
BDR BESTARI@CANARY GARDEN,KELANG,Klang,,,none,
BDR BKT PUCHONG-JLN BP 1/2,PETALING,Petaling,2.9874154,101.633221,scheme,"2, Jalan BP 1/9, Bandar Bukit Puchong 1, Bandar Bukit Puchong, Subang Jaya City Council, Petaling, Selangor, 47100, Mala"
"BDR BOTANIC, KLANG",KELANG,Klang,2.9881477,101.4399293,scheme,"Bandar Botanic, Klang City, Klang, Selangor, Malaysia"
BDR BUKIT PUCHONG,PETALING,Petaling,2.9849052,101.6260162,scheme,"Bandar Bukit Puchong, Subang Jaya City Council, Petaling, Selangor, 47100, Malaysia"
BDR BUKIT PUCHONG (ANDIRA PARK),DENGKIL,Sepang,2.9720086,101.6226011,scheme,"Bandar Bukit Puchong 2, Kampung Pulau Meranti, Sepang, Selangor, Malaysia"
BDR BUKIT RAJA,KAPAR,Klang,3.0852015,101.437697,scheme,"Bandar Bukit Raja, Klang City, Klang, Selangor, Malaysia"
BDR BUKIT TINGGI,KAPAR,Klang,2.9933052,101.4459046,scheme,"Bandar Bukit Tinggi, Jalan Langat, Ambang Botanic 2, Klang City, Klang, Selangor, 41200, Malaysia"
BDR BUKIT TINGGI,KELANG,Klang,3.0088272,101.4261091,scheme,"Flat Bandar Bukit Tinggi, Bandar Bukit Tinggi 1, Bandar Bukit Tinggi, Port Klang, Klang City, Klang, Selangor, Malaysia"
BDR BUKIT TINGGI,PEKAN PENDAMARAN,Klang,2.9933052,101.4459046,scheme,"Bandar Bukit Tinggi, Jalan Langat, Ambang Botanic 2, Klang City, Klang, Selangor, 41200, Malaysia"
BDR DAMAI PERDANA,CHERAS,Hulu Langat,3.047418,101.7386035,scheme,"Bandar Damai Perdana, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 56000, Malaysia"
BDR DAMAI PERDANA,PEKAN CHERAS,Hulu Langat,3.047418,101.7386035,scheme,"Bandar Damai Perdana, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 56000, Malaysia"
BDR DAMAI PERDANA (DAMAI HILLPARK),CHERAS,Hulu Langat,3.047418,101.7386035,scheme,"Bandar Damai Perdana, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 56000, Malaysia"
BDR DAMAI PERDANA 2,CHERAS,Hulu Langat,3.047418,101.7386035,scheme,"Bandar Damai Perdana, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 56000, Malaysia"
BDR DAMAI PERDANA 2,PEKAN CHERAS,Hulu Langat,3.047418,101.7386035,scheme,"Bandar Damai Perdana, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 56000, Malaysia"
BDR HILLPARK,IJOK,Kuala Selangor,3.2109242,101.4635865,scheme,"Bandar Hillpark, Kuala Selangor, Selangor, 42300, Malaysia"
BDR KLANG SELATAN,BANDAR KELANG,Klang,2.9697119,101.6264408,scheme,"Sekolah Rendah Agama Bandar Bukit Puchong, South Klang Valley Expressway, Bandar Bukit Puchong 2, Kampung Pulau Meranti,"
BDR MAHKOTA BANTING (BROOKLANDS),TANJUNG 12,Kuala Langat,2.8261957,101.5679693,scheme,"Bandar Mahkota Banting, Kuala Langat, Selangor, Malaysia"
BDR MAHKOTA CHERAS,AMPANG,Hulu Langat,3.0568568,101.7898004,scheme,"Bandar Mahkota Cheras, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
BDR MAHKOTA CHERAS,CHERAS,Hulu Langat,3.0533703,101.7894289,scheme,"Bandar Mahkota Cheras, 46, Jalan Temenggung 13/9, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malays"
BDR MAHKOTA CHERAS,HULU LANGAT,Hulu Langat,3.0568568,101.7898004,scheme,"Bandar Mahkota Cheras, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
BDR MAHKOTA CHERAS (MAHKOTA GARDEN),CHERAS,Hulu Langat,3.0533703,101.7894289,scheme,"Bandar Mahkota Cheras, 46, Jalan Temenggung 13/9, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malays"
BDR MAHKOTA CHERAS (MAHKOTA GARDEN),PEKAN CHERAS,Hulu Langat,3.0568568,101.7898004,scheme,"Bandar Mahkota Cheras, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
BDR MAHKOTA CHERAS (THE I-RESIDENCE),CHERAS,Hulu Langat,3.0533703,101.7894289,scheme,"Bandar Mahkota Cheras, 46, Jalan Temenggung 13/9, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malays"
BDR MAHKOTA CHERAS(THE I RESIDENCE),CHERAS,Hulu Langat,3.0533703,101.7894289,scheme,"Bandar Mahkota Cheras, 46, Jalan Temenggung 13/9, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200, Malays"
BDR PARKLANDS,KELANG,Klang,2.970428,101.4544937,scheme,"Bandar Parklands (Bandar Bukit Tinggi 3), Bandar Bukit Tinggi, Klang City, Klang, Selangor, Malaysia"
BDR PINGGIRAN SUBANG,PEKAN BARU SUBANG,Petaling,3.1597915,101.5490912,scheme,"Bandar Pinggiran Subang, Section U5, Shah Alam, Petaling, Selangor, Malaysia"
BDR PINGGIRAN SUBANG,SUNGAI BULUH,Petaling,3.1597915,101.5490912,scheme,"Bandar Pinggiran Subang, Section U5, Shah Alam, Petaling, Selangor, Malaysia"
BDR PINGGIRAN SUBANG - MENTARI,PEKAN KINRARA,Petaling,,,none,
BDR PINGGIRAN SUBANG - MENTARI,SUNGAI BULUH,Petaling,,,none,
BDR PROTON,KELANG,Klang,,,none,
BDR PUCHONG JAYA,PEKAN DESA PUCHONG,Petaling,3.052802,101.6240609,scheme,"Bandar Puchong Jaya, Puchong, Subang Jaya City Council, Petaling, Selangor, 47170, Malaysia"
BDR PUCHONG JAYA,PEKAN KINRARA,Petaling,3.052802,101.6240609,scheme,"Bandar Puchong Jaya, Puchong, Subang Jaya City Council, Petaling, Selangor, 47170, Malaysia"
BDR PUCHONG JAYA,PEKAN PUCHONG JAYA,Petaling,3.052802,101.6240609,scheme,"Bandar Puchong Jaya, Puchong, Subang Jaya City Council, Petaling, Selangor, 47170, Malaysia"
BDR PUCHONG JAYA,PETALING,Petaling,3.052802,101.6240609,scheme,"Bandar Puchong Jaya, Puchong, Subang Jaya City Council, Petaling, Selangor, 47170, Malaysia"
BDR PUTERA 2,KELANG,Klang,2.9692362,101.5068622,scheme,"Bandar Putera 2, Klang City, Klang, Selangor, Malaysia"
"BDR PUTERA 2, KLANG",KELANG,Klang,2.9692362,101.5068622,scheme,"Bandar Putera 2, Klang City, Klang, Selangor, Malaysia"
"BDR PUTERA, KLANG",KELANG,Klang,2.9885456,101.4951698,scheme,"Bandar Putera, Klang City, Klang, Selangor, Malaysia"
